Pathways	Species	Common-Name	Object ID	Taxonomic-Range	Synonyms
PWY-5525	TAX-9913 // TAX-10141 // TAX-9606 // TAX-10036 // TAX-10090 // TAX-9986 // TAX-10116 // TAX-9823	D-glucuronate degradation I	PWY-5525	TAX-7742	pentose pathway // glucuronic acid oxidation pathway // glucuronate/xylulose pathway // glucuronate degradation
PWY-6501	TAX-176299 // TAX-358 // TAX-80866	D-glucuronate degradation II	PWY-6501	TAX-2	
PWY-8390	TAX-303 // TAX-306 // TAX-317 // TAX-329	D-glucuronate degradation III	PWY-8390	TAX-80864 // TAX-119060 // TAX-135621	
PWY0-1602	TAX-511145	D-gulosides conversion to D-glucosides	PWY0-1602	TAX-2	
PWY0-1565	TAX-511145	D-lactate to cytochrome <i>bo</i> oxidase electron transfer	PWY0-1565	TAX-2 // TAX-2157	
PWY0-1465	TAX-511145	D-malate degradation	PWY0-1465	TAX-2 // TAX-2157	
MANNCAT-PWY	TAX-511145	D-mannose degradation I	MANNCAT-PWY	TAX-2 // TAX-2157	
PWY3O-1743	TAX-4932 // TAX-4045 // TAX-9606 // TAX-4097 // TAX-4113 // ORG-5993	D-mannose degradation II	PWY3O-1743	TAX-2759 // TAX-2 // TAX-2157	
PWY-6364	TAX-4932 // TAX-9606 // ORG-5993	D-<i>myo</i>-inositol (1,3,4)-trisphosphate biosynthesis	PWY-6364	TAX-2759	
PWY-6351	TAX-4932 // TAX-10116 // TAX-9606 // ORG-5993	D-<i>myo</i>-inositol (1,4,5)-trisphosphate biosynthesis	PWY-6351	TAX-2759	IP3 biosynthesis
PWY-6363	TAX-9606 // ORG-5993	D-<i>myo</i>-inositol (1,4,5)-trisphosphate degradation	PWY-6363	TAX-2759	
PWY-6366	TAX-9606	D-<i>myo</i>-inositol (1,4,5,6)-tetrakisphosphate biosynthesis	PWY-6366	TAX-2759	
PWY-6365	TAX-9606	D-<i>myo</i>-inositol (3,4,5,6)-tetrakisphosphate biosynthesis	PWY-6365	TAX-2759	
PWY-6367	TAX-9606 // TAX-10116 // ORG-5993	D-<i>myo</i>-inositol-5-phosphate metabolism	PWY-6367	TAX-2759	
PWY-8161	TAX-316	D-phenylglycine degradation	PWY-8161	TAX-2	
PWY0-1535	TAX-511145 // TAX-9031	D-serine degradation	PWY0-1535	TAX-2759 // TAX-2	
PWY-6196	TAX-4513 // TAX-4530 // ORG-5993	D-serine degradation	PWY-6196	TAX-131567	
PWY-5054	TAX-3750	D-sorbitol biosynthesis I	PWY-5054	TAX-3745	D-glucitol biosynthesis I
PWY-4101	TAX-5061 // TAX-224308 // TAX-441 // TAX-3750 // TAX-3767 // TAX-51453 // ORG-5993	D-sorbitol degradation I	PWY-4101	TAX-4751 // TAX-2 // TAX-71275	sorbitol utilization
SORBDEG-PWY	TAX-511145 // TAX-1309 // TAX-1303 // TAX-197614 // TAX-1304 // TAX-1305	D-sorbitol degradation II	SORBDEG-PWY	TAX-2 // TAX-33090	
PWY-8324	TAX-1402 // TAX-571 // TAX-573 // TAX-28901	D-tagatose degradation	PWY-8324	TAX-2	
PWY-7786	TAX-1772	D-threitol degradation	PWY-7786	TAX-2	
PWY-7871	TAX-381666 // TAX-99287	D-threonate degradation	PWY-7871	TAX-2	
XYLCAT-PWY	TAX-511145	D-xylose degradation I	XYLCAT-PWY	TAX-4751 // TAX-2	D-xylose catabolism
PWY-5516	TAX-5061 // TAX-5480 // TAX-5482 // TAX-5141 // TAX-68825 // TAX-4924 // TAX-51453 // TAX-2315449	D-xylose degradation II	PWY-5516	TAX-4751	
PWY-6760	TAX-2238 // TAX-2246 // TAX-2247 // TAX-2287 // TAX-2285	D-xylose degradation III	PWY-6760	TAX-2157	&alpha;-D-xylose degradation III // Weimberg pathway
PWY-7294	TAX-2287 // TAX-273057 // TAX-2285 // TAX-330779	D-xylose degradation IV	PWY-7294	TAX-2 // TAX-2157	Dahms pathway
PWY-7178	TAX-190650 // TAX-83333 // TAX-511145	D-xylose degradation to ethylene glycol (engineered)	PWY-7178	TAX-1224	
PWY-8020	TAX-192 // TAX-190650 // TAX-29320 // TAX-470150	D-xylose degradation V	PWY-8020	TAX-2	Weimberg pathway
PWY-8330	TAX-863372	D-xylose degradation VI	PWY-8330	TAX-2	
PWY-2343	TAX-3827 // TAX-3847	daidzein conjugates interconversion	PWY-2343	TAX-3803	daidzein conjugate pool
PWY-6996	TAX-446660 // TAX-502558 // TAX-239760 // TAX-572010 // TAX-647703 // ORG-6202 // ORG-6201	daidzin and daidzein degradation	PWY-6996	TAX-2	(<i>S</i>)-equol biosynthesis
PWY-5821	TAX-106130	dalcochinin biosynthesis	PWY-5821	TAX-3803	dalcochinin glucoside hydrolysis // dalbergia isoflavonoid &beta;-glucoside hydrolysis
PWY-5825	TAX-298683	dalpatein and dalnigrein biosynthesis	PWY-5825	TAX-3803	dalpatein glycoside hydrolysis // dalnigrein glycoside hydrolysis
PWY-6095	TAX-97234	dammara-20,24-diene biosynthesis	PWY-6095	TAX-131567	tetracyclic triterpene hydrocarbon biosynthesis // dammara-18(28),21-diene biosynthesis
PWY-7706	TAX-549	dapdiamides biosynthesis	PWY-7706	TAX-2	
PWY-7055	TAX-3696 // TAX-3746 // TAX-4550 // TAX-4081 // TAX-329675	daphnetin modification	PWY-7055	TAX-58024	
PWY-7056	TAX-4097 // TAX-329675	daphnin interconversion	PWY-7056	TAX-58024	
PWY-7352	TAX-1950 // TAX-55158 // TAX-45212	daunorubicin biosynthesis	PWY-7352	TAX-2062	
PWY-8084	TAX-880079	daurichromenate biosynthesis	PWY-8084	TAX-4346	daurichromenic acid biosynthesis
PWY-5631	TAX-5044 // TAX-1913 // TAX-1901	deacetylcephalosporin C biosynthesis	PWY-5631	TAX-4751 // TAX-2	
PWY18HP-2	TAX-1718 // TAX-196627	decaprenoxanthin diglucoside biosynthesis	PWY18HP-2	TAX-201174	
PWY-7655	TAX-36650	dechlorogriseofulvin biosynthesis	PWY-7655	TAX-4751	
PWY-5726	TAX-36822 // ORG-5982	deethylsimazine degradation	PWY-5726	TAX-1224 // TAX-201174	
PWY3O-6	TAX-4932	dehydro-D-arabinono-1,4-lactone biosynthesis	PWY3O-6	TAX-4751	previously called D-erythroascorbate (erythroascorbate, erythroascorbic acid) biosynthesis
PWY-5421	TAX-3352 // TAX-3329 // TAX-46611	dehydroabietic acid biosynthesis	PWY-5421	TAX-3313	
PWY-6682	TAX-67320	dehydrophos biosynthesis	PWY-6682	TAX-1883	
PWY-6337	TAX-150095 // TAX-3467 // TAX-22774 // TAX-3469 // TAX-150094 // TAX-258211	dehydroscoulerine biosynthesis	PWY-6337	TAX-33090	protoberberine alkaloid biosynthesis // benzophenanthridine alkaloid biosynthesis
PWY-7260	TAX-51501 // TAX-85439 // TAX-3570	delphinidin diglucoside biosynthesis (acyl-glucose dependent)	PWY-7260	TAX-3398	
PWY-6669	TAX-223756 // TAX-223751	&delta;-guaiene biosynthesis	PWY-6669	TAX-33090	
PWY-7997	TAX-2771 // TAX-33072 // TAX-5833 // TAX-32049	demethylmenaquinol-4 biosynthesis	PWY-7997	TAX-2763 // TAX-1639119 // TAX-1117 // TAX-2836	DMK-4 biosynthesis // demethylmenaquinone-4 biosynthesis
PWY-5853	TAX-729 // ORG-6033	demethylmenaquinol-6 biosynthesis I	PWY-5853	TAX-2	DMK-6 biosynthesis // demethylmenaquinone-6 biosynthesis
PWY-7372	TAX-85962 // TAX-197 // TAX-210	demethylmenaquinol-6 biosynthesis II	PWY-7372	TAX-2	demethylmenaquinone-6 biosynthesis II
PWY-5852	TAX-1351 // TAX-644 // TAX-585 // TAX-584 // TAX-548 // TAX-546 // TAX-554 // TAX-511145	demethylmenaquinol-8 biosynthesis I	PWY-5852	TAX-2	demethylmenaquinone-8 biosynthesis I
PWY-6262	TAX-83555 // TAX-83557 // TAX-83556 // TAX-83560 // TAX-813 // TAX-174 // TAX-173 // TAX-1902 // TAX-100226 // TAX-274 // TAX-300852	demethylmenaquinol-8 biosynthesis II	PWY-6262	TAX-2157 // TAX-2	demethylmenaquinone-8 biosynthesis II
PWY-5851	TAX-83332 // TAX-37930 // TAX-1467 // TAX-1079 // TAX-47914 // TAX-28447 // TAX-33014 // TAX-31963 // TAX-31964 // TAX-1717 // TAX-50728 // TAX-2036 // TAX-2035 // TAX-33881 // TAX-1863 // TAX-1351 // TAX-997 // TAX-2054 // TAX-36822 // TAX-2055 // TAX-43674 // TAX-1618 // TAX-1358 // TAX-1359 // TAX-1270 // TAX-1764 // TAX-1770 // TAX-1765 // TAX-1802 // TAX-1767 // TAX-1771 // TAX-1772 // TAX-1773 // TAX-33 // TAX-28118 // TAX-1082 // TAX-1083 // TAX-28123 // TAX-28114 // TAX-2061	demethylmenaquinol-9 biosynthesis	PWY-5851	TAX-2	demethylmenaquinone-9 biosynthesis
PWY-7712	TAX-5518 // TAX-449239 // ORG-6288	deoxynivalenol biosynthesis	PWY-7712	TAX-4751	DON biosynthesis
PWY-6568	TAX-9606	dermatan sulfate biosynthesis	PWY-6568	TAX-33208	
PWY-6576	TAX-9606	dermatan sulfate degradation (metazoa)	PWY-6576	TAX-33208	
PWY-7646	TAX-818 // TAX-984 // TAX-585 // TAX-1311	dermatan sulfate degradation I (bacterial)	PWY-7646	TAX-2	
PWY-7475	TAX-38783	des-methyl avenacin A-1 biosynthesis	PWY-7475	TAX-4496	
PWY-6376	TAX-28893	desferrioxamine B biosynthesis	PWY-6376	TAX-1883	Desferal biosynthesis
PWY-6375	TAX-100226 // TAX-28893	desferrioxamine E biosynthesis	PWY-6375	TAX-201174	
PWY-6786	ORG-5993	detoxification of reactive carbonyls in chloroplasts	PWY-6786	TAX-3193	detoxification of small reactive electrophile species in chloroplasts
PWY-861	TAX-4558	dhurrin biosynthesis	PWY-861	TAX-3398	
PWY-5976	TAX-4558	dhurrin degradation	PWY-5976	TAX-33090	
PWY-8396	TAX-3702 // TAX-9606 // ORG-5993	di-homo-&gamma;-linolenate metabolites biosynthesis	PWY-8396	TAX-2759	
PWY-6664	TAX-56636 // TAX-63363 // TAX-2234 // TAX-54248 // TAX-2261 // TAX-2262 // TAX-49319 // TAX-311400 // TAX-2336	di-myo-inositol phosphate biosynthesis	PWY-6664	TAX-2 // TAX-2157	
PWY-5785	TAX-511145	di-<i>trans</i>,poly-<i>cis</i>-undecaprenyl phosphate biosynthesis	PWY-5785	TAX-2	
TRIGLSYN-PWY	TAX-4222 // TAX-3847 // TAX-28973 // TAX-3888 // TAX-3988 // TAX-4932 // ORG-5993	diacylglycerol and triacylglycerol biosynthesis	TRIGLSYN-PWY	TAX-2759	triglyceride biosynthesis // Kennedy pathway // TAG biosynthesis
PWY-6804	TAX-4222 // ORG-5993	diacylglycerol biosynthesis (PUFA enrichment in oilseed)	PWY-6804	TAX-58024	
PWY-6795	TAX-3055 // TAX-2986 // TAX-1063	diacylglyceryl-<i>N,N,N</i>-trimethylhomoserine biosynthesis	PWY-6795	TAX-2759 // TAX-2	betaine lipid biosynthesis
PWY18C3-9	TAX-4081 // TAX-28526	diacylsucrose biosynthesis (<i>Solanum</i>)	PWY18C3-9	TAX-4070	
PWY-7949	TAX-29205	diadinoxanthin and diatoxanthin interconversion	PWY-7949	TAX-2836 // TAX-2864 // TAX-2833 // TAX-2825	diadinoxanthin cycle
PWY-7950	TAX-29205 // TAX-2850	diadinoxanthin and fucoxanthin biosynthesis	PWY-7950	TAX-2836 // TAX-2864 // TAX-2833 // TAX-2825	
PWY-8382	TAX-212369 // TAX-1448265 // TAX-2099583 // TAX-2099584	diazepinomicin biosynthesis	PWY-8382	TAX-2	
P661-PWY	TAX-80621 // TAX-135214 // TAX-392499 // TAX-48070 // ORG-5969	dibenzo-<I>p</I>-dioxin degradation	P661-PWY	TAX-1224 // TAX-201174	
P662-PWY	TAX-392499	dibenzofuran degradation	P662-PWY	TAX-1224 // TAX-201174	
PWY-681	TAX-169876 // TAX-107035 // TAX-1833 // TAX-1078016 // TAX-54064 // ORG-6294 // ORG-5982	dibenzothiophene desulfurization	PWY-681	TAX-2	
PWY-6949	TAX-103766 // TAX-4505 // TAX-565971 // TAX-38856 // TAX-53161 // TAX-4550 // TAX-4565 // TAX-4577	DIBOA-glucoside biosynthesis	PWY-6949	TAX-3398	DIBOA biosynthesis // DIBOA-Glc biosynthesis
PWY-6603	TAX-3225 // TAX-3222	dicranin biosynthesis	PWY-6603	TAX-3208	9,12,15-octadecatrien-6-ynoic acid biosynthesis
PWY-5491	TAX-80866	diethylphosphate degradation	PWY-5491	TAX-2	
PWY-6032	TAX-49450 // TAX-4164	digitoxigenin biosynthesis	PWY-6032	TAX-4163	cardenolide biosynthesis
PWY-6302	TAX-3352	dihydroconiferyl alcohol biosynthesis	PWY-6302	TAX-58023	dihydroconiferyl aldehyde biosynthesis
PWY-4441	TAX-4577	DIMBOA-glucoside activation	PWY-4441	TAX-4479	
PWY-6950	TAX-103766 // TAX-4505 // TAX-4565 // TAX-4577	DIMBOA-glucoside biosynthesis	PWY-6950	TAX-3398	DIMBOA biosynthesis
PWY-7793	TAX-1355477 // TAX-43989 // TAX-394221 // TAX-83332 // TAX-882211 // TAX-296	dimethyl sulfide biosynthesis from methionine	PWY-7793	TAX-2	methanethiol methylation
PWY-6047	TAX-121290 // TAX-392484 // TAX-246200 // ORG-6052 // ORG-6050 // ORG-57066 // ORG-6053 // ORG-5989	dimethyl sulfide degradation I	PWY-6047	TAX-2	DMS degradation // dimethylsulfide degradation I
PWY-6059	TAX-205922 // ORG-6061 // ORG-6062 // ORG-6066 // ORG-6060	dimethyl sulfide degradation II (oxidation)	PWY-6059	TAX-2	DMS degradation // dimethylsulfide degradation II (oxidation)
PWY-6058	TAX-121291 // TAX-121292 // TAX-121290	dimethyl sulfone degradation	PWY-6058	TAX-2	
PWY-6050	TAX-121291 // TAX-121292 // TAX-64091 // TAX-121290 // ORG-6051 // ORG-6052 // ORG-6050	dimethyl sulfoxide degradation	PWY-6050	TAX-2759 // TAX-2 // TAX-2157	DMSO degradation
PWY-6057	TAX-35806 // ORG-6059	dimethylsulfide to cytochrome <i>c</i><sub>2</sub> electron transfer	PWY-6057	TAX-2	DMS degradation // dimethylsulfide degradation III (oxidation) // dimethyl sulfide degradation III (oxidation)
PWY-6054	TAX-101473	dimethylsulfoniopropanoate biosynthesis I (Wollastonia)	PWY-6054	TAX-33090	DMSP biosynthesis // dimethylsulfoniopropionate biosynthesis I (Wollastonia)
PWY-6055	TAX-1886614 // TAX-29706 // TAX-49785 // TAX-180099 // TAX-49786 // TAX-198504	dimethylsulfoniopropanoate biosynthesis II (Spartina)	PWY-6055	TAX-33090	DMSP biosynthesis // dimethylsulfoniopropionate biosynthesis II (Spartina)
PWY-6053	TAX-6130 // TAX-2926 // TAX-340680 // TAX-2903 // TAX-186039 // TAX-187304 // TAX-35125 // TAX-97485 // TAX-314255 // TAX-344736 // TAX-3164 // TAX-35128 // TAX-3116 // TAX-63410	dimethylsulfoniopropanoate biosynthesis III (algae and phytoplankton)	PWY-6053	TAX-6127 // TAX-2864 // TAX-28211 // TAX-2830 // TAX-33634 // TAX-2763 // TAX-3041	DMSP biosynthesis // dimethylsulfoniopropionate biosynthesis III (algae)
PWY-6046	TAX-246200 // TAX-75750 // TAX-89187 // TAX-349101 // TAX-272943 // TAX-314231 // TAX-314271 // TAX-252305 // TAX-398580 // TAX-384765 // TAX-314232 // TAX-314267 // TAX-52598 // TAX-84157 // TAX-135247 // TAX-28446 // TAX-282368 // TAX-84158 // TAX-2866 // TAX-2903 // TAX-5523 // TAX-1261582 // TAX-1121434 // ORG-6049	dimethylsulfoniopropanoate degradation I (cleavage)	PWY-6046	TAX-2759 // TAX-2	DMSP degradation // dimethylsulfoniopropionate degradation I (cleavage)
PWY-6056	TAX-339670 // TAX-314287 // TAX-314277 // TAX-400668 // TAX-246200 // TAX-388399 // TAX-394	dimethylsulfoniopropanoate degradation II (cleavage)	PWY-6056	TAX-2	DMSP degradation // dimethylsulfoniopropionate degradation II (cleavage)
PWY-6052	TAX-246200 // TAX-81569 // TAX-335992 // TAX-2298 // TAX-2297 // TAX-449288 // ORG-6056	dimethylsulfoniopropanoate degradation III (demethylation)	PWY-6052	TAX-2	DMSP degradation // dimethylsulfoniopropionate degradation III (demethylation)
PWY-5368	TAX-112408	dimorphecolate biosynthesis	PWY-5368	TAX-3398	dimorphecolic acid biosynthesis
PWY-7744	TAX-1765 // TAX-1781 // TAX-83332	dimycocerosyl phthiocerol biosynthesis	PWY-7744	TAX-85025 // TAX-1762	DIM biosynthesis // PDIM biosynthesis
PWY-7743	TAX-1765 // TAX-1781 // TAX-83332	dimycocerosyl triglycosyl phenolphthiocerol biosynthesis	PWY-7743	TAX-85025 // TAX-1762	PGL biosynthesis // triglycosyl dimycocerosyl phenolphthiocerol biosynthesis
PWY-7912	TAX-2926 // TAX-160621 // TAX-2966 // TAX-376353 // TAX-295513 // TAX-2972 // TAX-66792	dinoflagellate bioluminescence	PWY-7912	TAX-2864	
PWY-7747	TAX-292 // TAX-1312922 // TAX-558 // TAX-345346 // TAX-908609	diphenyl ethers degradation	PWY-7747	TAX-2	
PWY-6532	TAX-622618 // TAX-622617	diphenylamine degradation	PWY-6532	TAX-2	
PWY-6482	TAX-53953	diphthamide biosynthesis I (archaea)	PWY-6482	TAX-2157	
PWY-7546	TAX-9606 // TAX-4932	diphthamide biosynthesis II (eukaryotes)	PWY-7546	TAX-2759	
PWY-6820	TAX-4005 // TAX-35941	diphyllin biosynthesis	PWY-6820	TAX-33090	
PWY-8088	TAX-1404 // TAX-1423	dipicolinate biosynthesis	PWY-8088	TAX-2	dipicolinic acid biosynthesis
PWY-6098	TAX-13818	diploterol biosynthesis	PWY-6098	TAX-13819	22-hydroxyphopane-1 biosynthesis
PWY-8159	TAX-511145 // TAX-9606 // ORG-5993	dipyrromethane cofactor biosynthesis	PWY-8159	TAX-2759 // TAX-2 // TAX-2157	
DISSULFRED-PWY	TAX-2234 // TAX-84156 // TAX-1566 // TAX-58135 // TAX-39060 // TAX-1565 // TAX-876 // TAX-32018 // TAX-63561 // TAX-881 // TAX-882 // TAX-879 // TAX-1741 // TAX-39841 // TAX-28262 // ORG-5878	dissimilatory sulfate reduction I (to hydrogen sufide))	DISSULFRED-PWY	TAX-2157 // TAX-2	sulfate respiration
PWY-2981	TAX-4530 // TAX-39947	diterpene phytoalexins precursors biosynthesis	PWY-2981	TAX-4479	
PWY-5406	TAX-4097 // TAX-4081 // TAX-4113	divinyl ether biosynthesis I	PWY-5406	TAX-33090	9-lipoxygenase and divinyl ether synthase pathway // 9-LOX and DES pathway // colneleate biosynthesis // colnelenate biosynthesis
PWY-5409	TAX-4682	divinyl ether biosynthesis II	PWY-5409	TAX-33090	etheroleate biosynthesis // 13-LOX and 13-DES pathway
PWY-7053	TAX-3039 // TAX-37099 // TAX-3197 // TAX-64518 // TAX-2081491 // TAX-298111 // TAX-3218 // TAX-561169 // TAX-191040	docosahexaenoate biosynthesis I (lower eukaryotes)	PWY-7053	TAX-2759 // TAX-3041 // TAX-3208	
PWY-7585	TAX-1202962	docosahexaenoate biosynthesis II (bacteria)	PWY-7585	TAX-2	
PWY-7606	TAX-9606	docosahexaenoate biosynthesis III (6-desaturase, mammals)	PWY-7606	TAX-33208 // TAX-2759	
PWY-7727	TAX-9606	docosahexaenoate biosynthesis IV (4-desaturase, mammals)	PWY-7727	TAX-33208 // TAX-2759	
PWY-8400	TAX-9606	docosahexaenoate metabolites biosynthesis	PWY-8400	TAX-2759	DHA metabolites biosynthesis
PWY-5817	TAX-33918 // TAX-33885 // TAX-2033 // TAX-69368 // TAX-41986 // TAX-33917 // TAX-33884 // TAX-83231 // TAX-839 // TAX-28134	dodecaprenyl diphosphate biosynthesis	PWY-5817	TAX-171552 // TAX-85023	
PWY-7994	TAX-4577	dolabralexins biosynthesis	PWY-7994	TAX-33090	dolabradiene-derived diterpenes biosynthesis
PWY-6129	TAX-9606 // TAX-4932 // TAX-4896	dolichol and dolichyl phosphate biosynthesis	PWY-6129	TAX-2759	
PWY-8083	TAX-37319	domoic acid biosynthesis	PWY-8083	TAX-41953	domoate biosynthesis
PWY6666-2	TAX-9606	dopamine degradation	PWY6666-2	TAX-33208	
PWY-7355	TAX-55158	doxorubicin biosynthesis	PWY-7355	TAX-55158	
PWY-7442	TAX-7227	drosopterin and aurodrosopterin biosynthesis	PWY-7442	TAX-7215	
PWY-7318	TAX-1517	dTDP-3-acetamido-3,6-dideoxy-&alpha;-D-glucose biosynthesis	PWY-7318	TAX-2	dTDP-3-acetamido-3,6-dideoxy-&alpha;-D-glucopyranose biosynthesis
PWY-6953	TAX-318161 // ORG-6194	dTDP-3-acetamido-&alpha;-D-fucose biosynthesis	PWY-6953	TAX-2	dTDP-3-acetamido-3,6-dideoxy-&alpha;-D-galactose biosynthesis
PWY-7301	TAX-65497 // TAX-68264 // TAX-149682	dTDP-4-<i>O</i>-demethyl-&beta;-L-noviose biosynthesis	PWY-7301	TAX-201174	
PWY-7413	TAX-28040 // TAX-1896 // TAX-1906 // TAX-201500	dTDP-6-deoxy-&alpha;-D-allose biosynthesis	PWY-7413	TAX-2	
PWY-6808	TAX-1835 // TAX-60894	dTDP-&alpha;-D-forosamine biosynthesis	PWY-6808	TAX-201174	TDP-D-forosamine biosynthesis
PWY-7414	TAX-1906 // TAX-1949	dTDP-&alpha;-D-mycaminose biosynthesis	PWY-7414	TAX-1883	
PWY-6973	TAX-41951	dTDP-&alpha;-D-olivose, dTDP-&alpha;-D-oliose and dTDP-&alpha;-D-mycarose biosynthesis	PWY-6973	TAX-2	
PWY-7688	TAX-691266	dTDP-&alpha;-D-ravidosamine and dTDP-4-acetyl-&alpha;-D-ravidosamine biosynthesis	PWY-7688	TAX-2	
PWY-7312	ORG-6234	dTDP-&beta;-D-fucofuranose biosynthesis	PWY-7312	TAX-543	
PWY-7440	TAX-31958	dTDP-&beta;-L-4-<i>epi</i>-vancosamine biosynthesis	PWY-7440	TAX-201174	
PWY-7657	TAX-46161 // TAX-953739	dTDP-&beta;-L-digitoxose biosynthesis	PWY-7657	TAX-2	
PWY-7439	TAX-47853	dTDP-&beta;-L-evernitrose biosynthesis	PWY-7439	TAX-201174	
PWY-7104	TAX-47868	dTDP-&beta;-L-megosamine biosynthesis	PWY-7104	TAX-2	
PWY-6976	TAX-47868 // TAX-1836 // TAX-405948 // TAX-1906	dTDP-&beta;-L-mycarose biosynthesis	PWY-6976	TAX-2	
PWY-6974	TAX-1890	dTDP-&beta;-L-olivose biosynthesis	PWY-6974	TAX-2	
DTDPRHAMSYN-PWY	TAX-6239 // TAX-511145 // TAX-2246 // TAX-60894 // ORG-5993	dTDP-&beta;-L-rhamnose biosynthesis	DTDPRHAMSYN-PWY	TAX-2759 // TAX-2157 // TAX-2	
PWY-6942	TAX-47868 // TAX-405948 // TAX-54571	dTDP-D-desosamine biosynthesis	PWY-6942	TAX-2	
PWY-7814	TAX-1950 // TAX-55158	dTDP-L-daunosamine biosynthesis	PWY-7814	TAX-2062	
PWY-7315	TAX-511145	dTDP-<i>N</i>-acetylthomosamine biosynthesis	PWY-7315	TAX-1224	dTDP-4-acetamido-&alpha;-D-fucose biosynthesis // dTDP-4-acetamido-4,6-dideoxy-&alpha;-D-galactose biosynthesis
PWY-7316	TAX-1072458	dTDP-<i>N</i>-acetylviosamine biosynthesis	PWY-7316	TAX-2	dTDP-4-acetamido-4,6-dideoxy-&alpha;-D-glucose biosynthesis
PWY-8380	TAX-457432	dTDP-sibirosamine biosynthesis	PWY-8380	TAX-201174	
PWY66-385	TAX-9606 // TAX-4932	dTMP <i>de novo</i> biosynthesis (mitochondrial)	PWY66-385	TAX-2759	
PWY-8289	TAX-2060946 // TAX-260586 // TAX-2081904 // TAX-1076759	dZTP biosynthesis	PWY-8289	TAX-10239	
PWY-7300	TAX-7159 // TAX-7460 // TAX-7038 // TAX-7091 // TAX-6759 // TAX-7227 // TAX-7130 // TAX-27405 // TAX-28379 // TAX-7010 // TAX-7109	ecdysone and 20-hydroxyecdysone biosynthesis	PWY-7300	TAX-6656	ecdysteroid biosynthesis
PWY-7321	TAX-7091 // TAX-7227 // TAX-7109	ecdysteroid metabolism (arthropods)	PWY-7321	TAX-6656	
PWY-6325	TAX-46348	echinatin biosynthesis	PWY-6325	TAX-3803	
PWY-7638	TAX-1148	echinenone and zeaxanthin biosynthesis (<i>Synechocystis</i>)	PWY-7638	TAX-2	
PWY-7650	TAX-41736	echinocandin B biosynthesis	PWY-7650	TAX-4751	
PWY-7652	TAX-1869	echinocandin B degradation	PWY-7652	TAX-2	
PWY-7735	TAX-67293 // TAX-284637 // TAX-324833 // TAX-45399	echinomycin and triostin A biosynthesis	PWY-7735	TAX-201174	
P101-PWY	TAX-768066 // TAX-158080	ectoine biosynthesis	P101-PWY	TAX-2	
PWY-7855	TAX-158080 // TAX-768066	ectoine degradation	PWY-7855	TAX-2	
PWY-7951		ellagic acid degradation to urolithins	PWY-7951	TAX-2	
PWY-7483	TAX-47716	elloramycin biosynthesis	PWY-7483	TAX-201174	
PWY-7135	TAX-77880 // ORG-6225	emetine biosynthesis	PWY-7135	TAX-71274	
PWY-8166	TAX-33178	emodin biosynthesis	PWY-8166	TAX-33090 // TAX-4751	
PWY-6653	TAX-5127 // TAX-65784 // TAX-1214568 // TAX-3218	<i>ent</i> -kaurene biosynthesis II	PWY-6653	TAX-33154 // TAX-3214	<i>ent</i> -kaurene biosynthesis in bryophyta // <i>ent</i> -kaurene biosynthesis in fungi
PWY-5032	TAX-3661 // TAX-5127 // TAX-4530 // ORG-5993	<i>ent</i>-kaurene biosynthesis I	PWY-5032	TAX-33090 // TAX-4751	
ECASYN-PWY	TAX-511145	enterobacterial common antigen biosynthesis	ECASYN-PWY	TAX-543	ECA biosynthesis
ENTBACSYN-PWY	TAX-511145	enterobactin biosynthesis	ENTBACSYN-PWY	TAX-1224	
PWY-8004	TAX-511145 // TAX-2336	Entner-Doudoroff pathway I	PWY-8004	TAX-2759 // TAX-2	ED pathway I
NPGLUCAT-PWY	TAX-2285 // TAX-2287 // TAX-111955 // TAX-2303 // TAX-2271	Entner-Doudoroff pathway II (non-phosphorylative)	NPGLUCAT-PWY	TAX-183924 // TAX-183967	non-phosphorylated glucose catabolism // glucose degradation // non-phosphorylated glucose degradation
PWY-2221	TAX-2238 // TAX-62319 // TAX-2252 // TAX-2246 // TAX-2248 // TAX-2287 // TAX-2271	Entner-Doudoroff pathway III (semi-phosphorylative)	PWY-2221	TAX-183963 // TAX-183924	
ENTNER-DOUDOROFF-PWY	TAX-511145 // TAX-2336	Entner-Doudoroff shunt	ENTNER-DOUDOROFF-PWY	TAX-2759 // TAX-2	
PWY-5883	TAX-3389 // TAX-42328 // TAX-33152	ephedrine biosynthesis	PWY-5883	TAX-3387	
PWY-8031	TAX-261450 // TAX-3442	epiberberine biosynthesis	PWY-8031	TAX-41768	
PWY-5882	TAX-2849586 // TAX-39350 // TAX-40958 // TAX-271192	epoxypseudoisoeugenol-2-methylbutanoate biosynthesis	PWY-5882	TAX-71274 // TAX-40958	EPB biosynthesis // epoxypseudoisoeugenol-2-methylbutyrate biosynthesis
PWY-5670	TAX-114 // TAX-9606 // TAX-414 // TAX-51353 // TAX-54 // TAX-4054 // TAX-44586 // TAX-4932 // TAX-41 // TAX-4577 // ORG-5993	epoxysqualene biosynthesis	PWY-5670	TAX-2157 // TAX-203682 // TAX-1224 // TAX-2759	
PWY-7669	TAX-42747	equisetin biosynthesis	PWY-7669	TAX-4751	
PWY-6075	TAX-4932	ergosterol biosynthesis I	PWY-6075	TAX-4751	ergosterol biosynthesis I (fungi)
